11:37:40.864462 config: drop-rate=0.20, max-delay=10ms, seed=1
21:03:03.807286 [queue=1] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delayed for 5.8ms
21:03:03.814261 [queue=0] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delivered
21:03:08.811706 [queue=1] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delayed for 4.7ms
21:03:08.817090 [queue=0] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delivered
21:03:13.813537 [queue=1] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delayed for 8.8ms
21:03:13.824055 [queue=0] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delivered
21:03:18.817588 [queue=1] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delayed for 1.5ms
21:03:18.828569 [queue=0] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delivered
21:03:25.111524 config: drop-rate=0.00, max-delay=10ms, seed=1
21:03:25.111933 router is listening at :3000
21:03:28.828893 [queue=1] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delayed for 8.7ms
21:03:28.840498 [queue=0] packet #2, 127.0.0.1:62701 -> 127.0.0.1:8080, sz=9 is delivered
21:03:37.439662 [queue=1] packet #2, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=9 is delayed for 5.9ms
21:03:37.447252 [queue=0] packet #2, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=9 is delivered
21:03:37.447746 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:65098, sz=17 is delayed for 1.8ms
21:03:37.449854 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:65098, sz=17 is delivered
21:03:37.450868 [queue=1] packet #4, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=17 is delayed for 4ms
21:03:37.456053 [queue=0] packet #4, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=17 is delivered
21:03:42.456104 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 0s
21:03:42.456307 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:03:47.460252 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 1.1ms
21:03:47.461746 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:03:52.464123 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 8.9ms
21:03:52.474366 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:03:57.468298 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 7.4ms
21:03:57.476322 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:04:02.472435 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 4.5ms
21:04:02.477512 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:04:07.476344 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 600µs
21:04:07.477298 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:04:12.480608 [queue=1] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delayed for 6.6ms
21:04:12.488511 [queue=0] packet #0, 127.0.0.1:65098 -> 127.0.0.1:8080, sz=31 is delivered
21:05:29.534369 config: drop-rate=0.00, max-delay=10ms, seed=1
21:05:29.534836 router is listening at :3000
21:05:37.730474 [queue=1] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delayed for 8.7ms
21:05:37.739937 [queue=0] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delivered
21:05:42.733394 [queue=1] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delayed for 5.9ms
21:05:42.740598 [queue=0] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delivered
21:05:47.737410 [queue=1] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delayed for 1.8ms
21:05:47.739635 [queue=0] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delivered
21:05:52.741578 [queue=1] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delayed for 4ms
21:05:52.746206 [queue=0] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delivered
21:05:57.744421 [queue=1] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delayed for 0s
21:05:57.752782 [queue=0] packet #2, 127.0.0.1:54445 -> 127.0.0.1:8080, sz=9 is delivered
21:22:28.850779 config: drop-rate=0.00, max-delay=10ms, seed=1
21:22:28.851499 router is listening at :3000
21:22:37.200652 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 8.7ms
21:22:37.210866 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:22:42.203257 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 5.9ms
21:22:42.210928 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:22:47.209218 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 1.8ms
21:22:47.211662 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:22:52.214226 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 4ms
21:22:52.218467 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:22:57.220726 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 0s
21:22:57.220945 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:02.225092 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 1.1ms
21:23:02.226771 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:07.226703 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 8.9ms
21:23:07.235871 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:12.229034 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 7.4ms
21:23:12.237755 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:17.233857 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 4.5ms
21:23:17.239102 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:22.235527 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 600µs
21:23:22.236480 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:27.240628 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 6.6ms
21:23:27.247693 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:32.243276 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 5.8ms
21:23:32.249597 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:37.247333 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 4.7ms
21:23:37.252346 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:42.252159 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 8.8ms
21:23:42.269565 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:47.255420 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 1.5ms
21:23:47.265378 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:52.260184 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 800µs
21:23:52.261272 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:23:57.263155 [queue=1] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delayed for 3.1ms
21:23:57.266496 [queue=0] packet #2, 127.0.0.1:51201 -> 127.0.0.1:8080, sz=9 is delivered
21:24:05.010484 [queue=1] packet #2, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=9 is delayed for 5.6ms
21:24:05.017194 [queue=0] packet #2, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=9 is delivered
21:24:05.017768 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50536, sz=17 is delayed for 3.1ms
21:24:05.021358 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50536, sz=17 is delivered
21:24:05.026374 [queue=1] packet #4, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=17 is delayed for 2.6ms
21:24:05.029707 [queue=0] packet #4, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=17 is delivered
21:24:10.030620 [queue=1] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delayed for 9ms
21:24:10.040012 [queue=0] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delivered
21:24:15.033628 [queue=1] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delayed for 6.3ms
21:24:15.040957 [queue=0] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delivered
21:24:20.037776 [queue=1] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delayed for 4.7ms
21:24:20.043597 [queue=0] packet #0, 127.0.0.1:50536 -> 127.0.0.1:8080, sz=31 is delivered
21:28:40.248342 config: drop-rate=0.00, max-delay=10ms, seed=1
21:28:40.250716 router is listening at :3000
21:28:49.540186 [queue=1] packet #2, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=9 is delayed for 8.7ms
21:28:49.550539 [queue=0] packet #2, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=9 is delivered
21:28:49.551094 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:61113, sz=17 is delayed for 5.9ms
21:28:49.558031 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:61113, sz=17 is delivered
21:28:49.559109 [queue=1] packet #4, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=17 is delayed for 1.8ms
21:28:49.561589 [queue=0] packet #4, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=17 is delivered
21:28:54.560890 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 4ms
21:28:54.566253 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:28:59.562296 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 0s
21:28:59.571260 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:29:04.566083 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 1.1ms
21:29:04.577026 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:29:09.570837 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 8.9ms
21:29:09.580647 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:29:14.573646 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 7.4ms
21:29:14.581376 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:29:19.577498 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 4.5ms
21:29:19.582860 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:29:24.582520 [queue=1] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delayed for 600µs
21:29:24.583561 [queue=0] packet #0, 127.0.0.1:61113 -> 127.0.0.1:8080, sz=31 is delivered
21:37:10.657579 config: drop-rate=0.00, max-delay=10ms, seed=1
21:37:10.659399 router is listening at :3000
21:37:14.781623 [queue=1] packet #2, 127.0.0.1:62280 -> 127.0.0.1:8080, sz=9 is delayed for 8.7ms
21:37:14.799342 [queue=0] packet #2, 127.0.0.1:62280 -> 127.0.0.1:8080, sz=9 is delivered
21:37:23.789488 [queue=1] packet #2, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=9 is delayed for 5.9ms
21:37:23.796450 [queue=0] packet #2, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=9 is delivered
21:37:23.797279 [queue=1] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50873, sz=17 is delayed for 1.8ms
21:37:23.799607 [queue=0] packet #3, 127.0.0.1:8080 -> 127.0.0.1:50873, sz=17 is delivered
21:37:23.801590 [queue=1] packet #4, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=17 is delayed for 4ms
21:37:23.805828 [queue=0] packet #4, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=17 is delivered
21:37:28.805654 [queue=1] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delayed for 0s
21:37:28.805872 [queue=0] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delivered
21:37:33.810751 [queue=1] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delayed for 1.1ms
21:37:33.812356 [queue=0] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delivered
21:37:38.815824 [queue=1] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delayed for 8.9ms
21:37:38.826072 [queue=0] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delivered
21:37:43.817715 [queue=1] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delayed for 7.4ms
21:37:43.827395 [queue=0] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delivered
21:37:48.820207 [queue=1] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delayed for 4.5ms
21:37:48.825420 [queue=0] packet #0, 127.0.0.1:50873 -> 127.0.0.1:8080, sz=31 is delivered
